threshold,entropy,density,gain,n_left,n_right,entropy_norm,density_norm,objective,depth,n,alpha,attribute_index
0.17176510137633275,5.087040564469514,1.4994415032027,0.37397440098097157,18473.0,3920.0,0.0,0.08881461143607497,0.031085114002626237,0,22393,0.65,10
0.07108674686206015,5.172948822869085,4.421400953613877,0.1380605535396704,12571.0,5902.0,0.0,0.0941966838193253,0.03296883933676385,1,18473,0.65,10
0.4101097244996773,3.4752666969365555,0.9809243394507706,0.556320841269287,3153.0,767.0,0.004855246008805416,0.12175470008952552,0.04577005493705745,1,3920,0.65,10
0.3044251983291225,4.827247906310587,0.9319982508930246,0.6337670591398981,13853.0,8540.0,0.002364853529732908,0.16447901474639443,0.059104809955564434,0,22393,0.65,20
0.11871270898141364,4.968893680297704,2.439189969576629,0.24928699222842,8713.0,5140.0,0.0027209253206078366,0.0874204801970039,0.032365769527346454,1,13853,0.65,20
0.47721492110114355,3.98001007453775,2.672414438459343,0.21309361510025626,3609.0,4931.0,0.003987961143197916,0.971846846846847,0.3427385711394751,1,8540,0.65,20
0.24924942742523395,5.003120349374336,0.5750355307363052,0.4578946160761497,18473.0,3920.0,0.002619034610707383,0.035833621384952184,0.014244139981693063,0,22393,0.65,36
0.054688781242621574,5.033086597684743,4.311468500049397,0.17150669815284125,10856.0,7617.0,0.0,0.14908129175946544,0.0521784521158129,1,18473,0.65,36
0.48525063947627434,3.560704591264261,1.0919105434181,0.4929744979020141,1657.0,2263.0,0.002719935609273287,0.296124031007752,0.10541136899874082,1,3920,0.65,36
0.40213846552999394,4.8393629147532025,0.9484152405667162,0.6216520506972829,12005.0,10388.0,0.0,0.3001089324618736,0.10503812636165576,0,22393,0.65,22
0.21795086172379954,4.5176088908561285,1.9987328689518855,0.27124648603487334,8046.0,3959.0,6.514723908890197e-05,0.12935494998275265,0.04531657819937121,1,12005,0.65,22
0.5928705138532739,4.625565706760471,2.0329642888578463,0.2721667682580122,4069.0,6319.0,0.04060023716563808,0.9064935064935065,0.34366288143039203,1,10388,0.65,22
0.14668634959898497,4.96376903176388,2.2662308908353386,0.49724593368660575,15008.0,7385.0,0.0,0.20795715378729918,0.07278500382555471,0,22393,0.65,24
0.03633553714618871,4.990678122755921,5.2068661205682805,0.2598205731051957,7427.0,7581.0,0.0,0.09221110457131647,0.03227388659996076,1,15008,0.65,24
0.35761088401392926,4.090287683160537,1.2654897822033124,0.2907814435564493,6397.0,988.0,0.07028395595863164,0.17484926787252372,0.10688181512849387,1,7385,0.65,24
0.3871073424439682,5.007564783343392,1.0588925884347584,0.4534501821070931,17087.0,5306.0,0.03312107343006932,0.26939232707924954,0.1158160122072824,0,22393,0.65,58
0.19073272418034704,4.9774128916674725,2.5349539352579002,0.25511016165274114,10394.0,6693.0,0.0018514294985103198,0.27197595792637114,0.09639501444826161,1,17087,0.65,58
0.5077137660039098,4.025484858943791,3.127738457254473,0.2576430681813662,2352.0,2954.0,0.009711919164064648,0.7729196050775741,0.27683460923379294,1,5306,0.65,58
0.1942789556289974,5.031893753728937,0.7002037321055379,0.42912121172154816,18473.0,3920.0,0.0,0.028409645611637217,0.009943375964073025,0,22393,0.65,73
0.036154279740233185,5.086950463790748,4.61856397827491,0.1369995733764835,11618.0,6855.0,0.0,0.09031270500765361,0.03160944675267876,1,18473,0.65,73
0.47631376154485505,3.531256554179177,0.9893266389486022,0.5955719638467984,2021.0,1899.0,0.0,0.16321559074299635,0.057125456760048716,1,3920,0.65,73
0.5021618062320509,5.052021378519554,0.6301412623509055,0.40899358693093113,3458.0,18935.0,0.19109448504116383,0.17286652078774614,0.18471469755246764,0,22393,0.65,45
0.22925582779708661,3.580866044302286,1.4054948369492117,0.4265423619466886,1176.0,2282.0,0.018861820831856096,0.1974169741697417,0.08135612450011605,1,3458,0.65,45
0.7099278860217647,4.872872851022672,2.882563585626175,0.36992073019620353,7417.0,11518.0,0.003681970704087268,0.8321678321678322,0.29365202221639797,1,18935,0.65,45
0.2826400631352476,4.993342042048103,0.5042839488420753,0.4676729234023824,18704.0,3689.0,0.0005294796789031487,0.032232070910556,0.011625386609981646,0,22393,0.65,75
0.07148540423418347,5.024498096958329,3.755987375208191,0.19339599192882595,11957.0,6747.0,0.0,0.14035320674545212,0.04912362236090824,1,18704,0.65,75
0.5042051100981864,3.397499392183711,1.182952574332917,0.45731690194418917,1407.0,2282.0,0.008576668115114755,0.2848232848232848,0.10526298396297426,1,3689,0.65,75
0.21779647290079218,5.046479363969263,0.46199641884147646,0.41453560148122204,19166.0,3227.0,0.0,0.01374867801172964,0.004812037304105374,0,22393,0.65,18
0.014274285753306599,5.115594572911781,5.347052615348734,0.138213385070439,10077.0,9089.0,0.0,0.11085353003161222,0.038798735511064275,1,19166,0.65,18
0.5857680271801196,3.2641224587371305,1.2359145048562352,0.5509779672549602,1863.0,1364.0,0.0,0.4209445585215606,0.1473305954825462,1,3227,0.65,18
0.12850328209525685,5.150374175586755,2.03075785458585,0.3106407898637302,17087.0,5306.0,0.006325676580392153,0.10554238627384584,0.04105152497310094,0,22393,0.65,19
0.014259337146031238,5.078137439004669,5.757324090691861,0.1538126350215956,8279.0,8808.0,0.0001701530392540595,0.07386975242195909,0.025965012823200816,1,17087,0.65,19
0.381369760632515,4.357076150428378,0.5662861291155971,0.5305978034026477,4213.0,1093.0,0.007712908521358302,0.0617283950617284,0.026618328810487833,1,5306,0.65,19
0.12159990652611381,5.119203380743297,0.7071372067129682,0.3418115847071883,19859.0,2534.0,0.002683499497969627,0.009420762988527192,0.005041541719664775,0,22393,0.65,53
0.015329771637132297,5.171614113588074,9.35067749472348,0.13766257719383024,12080.0,7779.0,0.0,0.09883894016076214,0.03459362905626675,1,19859,0.65,53
0.3008196864190854,2.984829195706857,1.7618855352796041,0.6447665038775034,1358.0,1176.0,0.0,0.3098330241187385,0.10844155844155846,1,2534,0.65,53
0.10056931086590419,5.138330171901581,1.048959250189859,0.32268479354890456,19628.0,2765.0,0.0,0.015357243187564382,0.0053750351156475334,0,22393,0.65,60
0.009017416253685951,5.1685949810102745,9.421217770465475,0.13832124004992874,10928.0,8700.0,0.0,0.08661964835601473,0.030316876924605152,1,19628,0.65,60
0.26149743240758005,3.2670682369003035,1.5726473568838373,0.6745143860372891,1511.0,1254.0,0.0,0.21565934065934064,0.07548076923076923,1,2765,0.65,60
0.36823792884224354,4.932844395147514,0.7393149012615552,0.5281705703029713,17318.0,5075.0,0.028447605057337733,0.15036431883417978,0.07111845487923245,0,22393,0.65,15
0.12682317558872072,4.767124379649584,3.095447447296916,0.3520692551227347,9106.0,8212.0,0.005961268859899441,0.31676047529706064,0.11474099111290585,1,17318,0.65,15
0.5660281641357825,3.8656725480670784,1.9777092452569534,0.43127113145041784,2302.0,2773.0,0.0,0.6475524475524476,0.22664335664335664,1,5075,0.65,15
0.23780807486333347,5.011670466087158,1.5312088112376057,0.44934449936332754,15701.0,6692.0,0.00669068493031324,0.22349048800661703,0.08257061600701956,0,22393,0.65,71
0.05588645495866477,4.968197734744011,3.335465776008824,0.21232357942446,6960.0,8741.0,0.0037944282141904317,0.11883408071748881,0.04405830659034486,1,15701,0.65,71
0.5486119998756207,4.195295398137123,0.564461532590613,0.420211414972643,5727.0,965.0,0.017791449535211383,0.07954545454545454,0.03940535128879649,1,6692,0.65,71
0.22879599532328157,5.061757244767602,0.9232722585607163,0.39925772068288357,18935.0,3458.0,0.03393486286944715,0.05816817168992611,0.04241652095661479,0,22393,0.65,7
0.05549561419063493,5.073042676282956,3.719032401766163,0.2500238562676058,10737.0,8198.0,0.0,0.10904219691895514,0.0381647689216343,1,18935,0.65,7
0.3306331983836074,3.3004813536272555,3.8614610127016125,0.3304224023692832,1533.0,1925.0,0.0,0.7429519071310118,0.2600331674958541,1,3458,0.65,7
0.5982556017323544,4.8217943047421405,1.1696063420585883,0.6392206607083448,12236.0,10157.0,0.0,0.6418079096045198,0.2246327683615819,0,22393,0.65,11
0.20086579448298403,4.460314755114209,0.9915644004216655,0.3533758438583794,2016.0,10220.0,0.17827508178924797,0.24581005586592167,0.20191232271608378,1,12236,0.65,11
0.7700348726573744,4.631809866983435,3.5246030574094585,0.19974686207653924,5445.0,4712.0,0.012134199794623053,0.9264214046822742,0.33213472150530093,1,10157,0.65,11
0.4446808773843866,4.8716134666779185,1.0608564653895434,0.5894014987725669,15932.0,6461.0,0.032116253010757594,0.5384615384615385,0.20933710291853092,0,22393,0.65,13
0.21342203739128615,4.703818787936589,2.416810774416553,0.45821526042550786,7884.0,8048.0,0.0,0.7575406032482599,0.26513921113689093,1,15932,0.65,13
0.7069219303131103,3.99705142892601,1.7342071237490264,0.1584220118437969,5463.0,998.0,0.22914653060238155,0.40628930817610065,0.2911465027531832,1,6461,0.65,13
