threshold,entropy,density,gain,n_left,n_right,entropy_norm,density_norm,objective,depth,n,alpha,attribute_index
0.3436332287286467,5.162809276706443,0.0786420973737898,0.2982056887440425,21014.0,1379.0,0.0,0.0010604453870625664,0.0003711558854718982,0,22393,0.65,10
0.07214957177639007,5.276573730588673,3.8256410671687253,0.11081294969962396,14300.0,6714.0,0.0,0.14202574146614438,0.049709009513150534,1,21014,0.65,10
0.6720062578226391,1.1790325398910366,1.4705905510260335,0.561536302537597,697.0,682.0,0.0,0.5892857142857144,0.20625000000000004,1,1379,0.65,10
0.3234370522750058,4.787356877826741,0.6390621255489133,0.6736580876237444,14777.0,7616.0,0.0,0.09877012805883101,0.03456954482059085,0,22393,0.65,20
0.15155840527383904,5.05258839521005,1.913014303353038,0.17904460620048823,11275.0,3502.0,0.0,0.06416739319965127,0.022458587619877943,1,14777,0.65,20
0.5857387950232155,3.5608083293613144,1.8795085530823856,0.3645385329457631,3926.0,3690.0,0.00022227119032051823,0.8305555555555556,0.29083892071815276,1,7616,0.65,20
0.2855704827308654,5.007060029287467,0.7570775616444461,0.45395493616301863,17780.0,4613.0,0.0002738099496261536,0.08241314301104229,0.0290225765211218,0,22393,0.65,61
0.11529717993971549,5.10808373308508,2.9745548901168983,0.1319277094711273,12100.0,5680.0,0.0,0.12645422357106728,0.04425897824987354,1,17780,0.65,61
0.5333587803087737,3.5231121586208345,1.2500306724478385,0.5860774765807437,2521.0,2092.0,2.3092096528449244e-05,0.29431438127090304,0.10302504330755956,1,4613,0.65,61
0.20587301264311153,5.02742744274318,0.5019994382237517,0.43358752270730516,18935.0,3458.0,0.0,0.017049808429118775,0.005967432950191571,0,22393,0.65,73
0.06769503976953657,5.1681644718392965,3.579497514707288,0.07602303512325914,14839.0,4096.0,0.0009262994079066052,0.0629712222576192,0.022642022405306012,1,18935,0.65,73
0.5493192325704976,3.2033282332357493,0.7675728255974481,0.6371842829620542,1676.0,1782.0,0.004835861380031874,0.0,0.0031433098970207185,1,3458,0.65,73
0.40037525725364687,4.738673540956065,0.6078254228227433,0.7223414244944202,13391.0,9002.0,0.0,0.11205395996518708,0.03921888598781548,0,22393,0.65,57
0.2198533612175993,5.038216969433768,2.0157193226294763,0.12274067413024792,10080.0,3311.0,0.0,0.1426091987272201,0.04991321955452704,1,13391,0.65,57
0.6457681138515472,3.8160932011060087,1.979660177625114,0.29440810945424634,3619.0,5383.0,0.007009807540782477,0.8352769679300291,0.2969033136770188,1,9002,0.65,57
0.39544856740299056,4.726098407377864,0.5126005044819206,0.7349165580726211,12236.0,10157.0,0.0,0.045289468062379844,0.015851313821832944,0,22393,0.65,22
0.16383146905585344,4.5457633012212,2.3206780011642585,0.1412808954178093,8074.0,4162.0,0.00043144092107130625,0.16825307950727886,0.05916901442624395,1,12236,0.65,22
0.6234698830905714,4.569730743960904,2.006173544902627,0.20341574086114989,3455.0,6702.0,0.049364050967660285,0.8393854748603353,0.32587154933009654,1,10157,0.65,22
0.25812429493352,5.040519023787467,0.25499703273795415,0.4204959416630185,19628.0,2765.0,0.0,0.0057379362242498365,0.0020082776784874426,0,22393,0.65,18
0.07404701654613018,5.188496869101593,3.0668028694856986,0.08327521678746397,15787.0,3841.0,0.0,0.05777417393067099,0.020220960875734845,1,19628,0.65,18
0.5103933150893764,2.920639510439985,0.9941643960919798,0.47827549782125534,941.0,1824.0,0.005692892793506564,0.18285714285714288,0.06770038031577927,1,2765,0.65,18
0.4148085101027238,4.967974367680088,0.44420700562620724,0.4930405977703973,18473.0,3920.0,0.034287034680627056,0.05218298834579928,0.040550618463437334,0,22393,0.65,12
0.1586471643761585,4.966589105247328,2.5361623970799885,0.25646431147033866,12381.0,6092.0,0.007814037897125009,0.21331609566903684,0.07973975811729415,1,18473,0.65,12
0.6239957562998721,3.414498978374489,1.7842604614100024,0.35141537071600615,1536.0,2384.0,0.002119697212634881,0.7956989247311828,0.2798724268441266,1,3920,0.65,12
0.24148930218972675,5.049126459922072,0.4968823399140897,0.41188850552841316,19397.0,2996.0,0.0,0.023442659035879373,0.00820493066255778,0,22393,0.65,7
0.027981208045231673,5.237175613654582,4.744009420005485,0.08717951414067748,9799.0,9598.0,0.0,0.1437861271676301,0.05032514450867053,1,19397,0.65,7
0.4956957807666378,2.765261888607329,1.4944141189555011,0.5019518641264211,1884.0,1112.0,0.006938763691700953,0.4408233276157804,0.15879836106512876,1,2996,0.65,7
0.2726426399256054,4.858710009330675,1.0678309721724826,0.6023049561198102,13160.0,9233.0,0.0024758176159890124,0.23084976443901586,0.0824066990040484,0,22393,0.65,31
0.1283798321171811,4.697508521474255,2.9771081074786543,0.15971949572337696,8820.0,4340.0,0.0036012910434557164,0.1183910953706046,0.043777722557957824,1,13160,0.65,31
0.589291429795717,4.439569722164517,1.4771380985048186,0.42125260347405913,5997.0,3236.0,0.02557004744902405,0.5246326707000865,0.2002419655868959,1,9233,0.65,31
0.12454891936402573,5.1540717636269395,1.8525042624976624,0.30694320182354584,18242.0,4151.0,0.0,0.08440170940170941,0.02954059829059829,0,22393,0.65,35
0.03780194303589432,5.240033690243228,6.999468079260671,0.09969925675363545,11097.0,7145.0,0.0,0.11264134531748331,0.03942447086111916,1,18242,0.65,35
0.4086511701345444,3.8578479230104366,0.6038246275017864,0.4803165153854332,3424.0,727.0,0.0,0.059487951807228906,0.020820783132530114,1,4151,0.65,35
0.2840348837375641,4.98928325695565,0.8529068091148589,0.47173170849483537,17780.0,4613.0,0.0024897537506989907,0.09919493962047153,0.036336568805119374,0,22393,0.65,71
0.11690334843020694,5.073679473133068,2.9419886724629185,0.1530137368814799,11916.0,5864.0,0.0,0.12646370023419207,0.04426229508196722,1,17780,0.65,71
0.46127014743654354,3.536522497525424,1.4834238088909206,0.5377057051516276,1950.0,2663.0,0.004672542630280422,0.39314285714285724,0.1406371527096823,1,4613,0.65,71
0.28313485785534515,4.956265773203392,0.35610194276952617,0.5047491922470932,18704.0,3689.0,0.0,0.01663988983245352,0.005823961441358732,0,22393,0.65,75
0.08949432419789466,5.092826439766084,3.235961090134729,0.10881669378703851,14272.0,4432.0,0.0,0.10936882329687705,0.038279088153906966,1,18704,0.65,75
0.5345639798013788,3.291336636673263,1.1897528105695336,0.42081470227116036,1293.0,2396.0,0.01745336065552569,0.4798206278026905,0.17928190415703338,1,3689,0.65,75
0.1151082716615577,5.164563935066954,2.065669249811083,0.2964510303835315,17318.0,5075.0,0.004372500884316552,0.08717361905752627,0.03335289224493995,0,22393,0.65,19
0.041589398124500326,5.183365266184323,5.62130549834993,0.08723421383994712,12142.0,5176.0,0.0,0.058232931726907626,0.02038152610441767,1,17318,0.65,19
0.40139169639662753,4.174041103749188,0.3290081638164825,0.6286856751461807,3977.0,1098.0,0.0,0.022881880024737164,0.008008658008658007,1,5075,0.65,19
0.46714856162824137,4.783499012567658,0.6373912764446074,0.6775159528828274,9926.0,12467.0,0.0021489763690094614,0.17405764966740578,0.062317012023448165,0,22393,0.65,54
0.31480227763715546,4.734745587641302,1.9678829612537516,0.15728845039470585,7471.0,2455.0,0.0292389222946505,0.3372943327239488,0.13705831594490492,1,9926,0.65,54
