threshold,entropy,density,gain,n_left,n_right,entropy_norm,density_norm,objective,depth,n,alpha,attribute_index
0.5040977411270142,1.6157470763809694,1.4768779715439446,0.07545338959578052,209.0,204.0,0.01872164840553863,0.7594936708860759,0.2779918562737267,0,413,0.65,0
0.27438575257753073,1.9658276153936014,2.216477335717324,0.06315874633579943,63.0,146.0,0.008930802372586413,0.5087719298245614,0.18387519698077764,1,209,0.65,0
0.6258996353337639,1.1472250486492301,2.8287480433059278,0.04515432852672907,76.0,128.0,0.04287343273555021,0.7446808510638299,0.2885060291504481,1,204,0.65,0
0.2297097474650333,1.6487302547789857,2.7421265973963833,0.042470211197764174,238.0,175.0,0.0,0.7340425531914894,0.25691489361702124,0,413,0.65,1
0.0850654939350329,1.8455147812360104,2.076935961375888,0.038850239016017696,54.0,184.0,0.06031236963999046,0.0,0.0392030402659938,1,238,0.65,1
0.3631852744504025,1.296597985543317,3.706007534579572,0.031668988192331105,121.0,54.0,0.0,0.6000000000000001,0.21000000000000002,1,175,0.65,1
0.01178724835734619,1.6658693802694489,1.7353636959771896,0.025331085707301026,22.0,391.0,0.0,0.4698795180722891,0.16445783132530117,0,413,0.65,2
0.3446726025405683,1.6438912613736187,1.311890036460682,0.025441992730099727,354.0,37.0,0.0,0.26027397260273977,0.09109589041095892,1,391,0.65,2
0.13096637786062143,1.6597070698743408,5.950506884995117,0.03149339610240909,200.0,213.0,0.0,1.0,0.35,0,413,0.65,3
0.0019268203660061482,1.6246969241828533,4.971460231548264,0.04712041081845797,21.0,179.0,0.0,0.17391304347826084,0.060869565217391286,1,200,0.65,3
0.14742795883981805,1.602415570902289,10.363050158510081,0.04592035800776029,38.0,175.0,0.0,0.9827586206896552,0.3439655172413793,1,213,0.65,3
0.46338658666610716,1.6379318100821187,1.17349653976656,0.053268655894631145,85.0,328.0,0.14558102110008142,0.3626373626373626,0.22155074063812985,0,413,0.65,4
0.24269533157348633,2.018248151042532,1.5063565897453721,0.15460886316642775,9.0,76.0,0.0,0.12903225806451615,0.04516129032258065,1,85,0.65,4
0.6426897198024549,1.4536140780726554,3.449709996936212,0.045693822403422235,166.0,162.0,0.0,0.8965517241379308,0.31379310344827577,1,328,0.65,4
0.176644311679037,1.6196731552949997,1.974421449089223,0.07152731068175022,234.0,179.0,0.0,0.5289256198347106,0.18512396694214872,0,413,0.65,5
0.11146158297438373,1.5730974771234258,5.207578482323624,0.028795214609708797,166.0,68.0,0.0,0.4385964912280702,0.15350877192982457,1,234,0.65,5
0.31816965017820664,1.5964825784392371,2.2613808709598673,0.04643431134445719,100.0,79.0,0.017858929233245682,0.4461538461538461,0.16776215015545584,1,179,0.65,5
0.11568020661881095,1.6208285660642543,4.669753324633884,0.0703718999124956,306.0,107.0,0.0,0.553191489361702,0.1936170212765957,0,413,0.65,6
0.10080844832094092,1.4033406126685264,7.744196650484029,0.023567983737889264,274.0,32.0,0.1335006536104022,0.49999999999999994,0.2617754248467614,1,306,0.65,6
0.23097187812391096,2.0979115350650703,2.6027779634791726,0.07749189749730201,96.0,11.0,0.0,0.07499999999999998,0.026249999999999992,1,107,0.65,6
