threshold,entropy,density,gain,n_left,n_right,entropy_norm,density_norm,objective,depth,n,alpha,attribute_index
0.11984670300938582,8.822851936532231,1.6367386344033534,0.3570571526459396,7655.0,1625.0,0.007204359236955703,0.0673510265398097,0.028255692792954604,0,9280,0.65,14
0.038497659317756956,8.871963250987328,6.588113005286179,0.1786362763114333,5130.0,2525.0,0.0,0.10147148988350704,0.03551502145922746,1,7655,0.65,14
0.2358307145959453,7.281631505404478,2.4779484145464754,0.468354088162954,838.0,787.0,0.007127196268821171,0.39019607843137255,0.14120130502571415,1,1625,0.65,14
0.11415807459621069,8.677303887727243,1.8703620246494903,0.5026052014509279,6602.0,2678.0,0.0,0.12438582880786138,0.04353504008275148,0,9280,0.65,94
0.025281198130626428,8.730223742968985,7.020707884701954,0.18514897371079897,3744.0,2858.0,0.005062538515876605,0.11571428571428571,0.04379065003531979,1,6602,0.65,94
0.3683079233451896,7.63574122726254,1.3346380120535832,0.45465810156079645,1933.0,745.0,0.03780107044920442,0.25268817204301075,0.11301155600703663,1,2678,0.65,94
0.10570938229560856,8.877613110289154,2.250020955433048,0.30229597888901694,7368.0,1912.0,0.0043432023511705276,0.08782066096602727,0.03356031286637039,0,9280,0.65,22
0.007805051811921787,8.91814812620964,6.875635003764412,0.1451001820930422,3798.0,3570.0,0.0,0.08248556502612045,0.028869947759142155,1,7368,0.65,22
0.27176583829051576,7.694477558539352,1.3462823394746608,0.4677798305344778,1439.0,473.0,0.04557944848309064,0.13848396501457727,0.07809602926911095,1,1912,0.65,22
0.10049892845122443,8.801250232369217,2.4341749415083362,0.37865885680895417,7272.0,2008.0,0.0,0.09839307787391843,0.034437577255871446,0,9280,0.65,0
0.026905570137657618,8.864230217992686,7.0520972171484,0.16086788618730274,4499.0,2773.0,0.006817032199529156,0.08242424242424243,0.0332795557781788,1,7272,0.65,0
0.2524941097403828,7.518055405571191,1.7906302324800887,0.4725266376506472,1325.0,683.0,0.0,0.22993197278911567,0.08047619047619048,1,2008,0.65,0
0.06409262809471084,8.799727008616093,3.065153607547591,0.3801820805620775,6985.0,2295.0,0.0,0.08573388203017832,0.03000685871056241,0,9280,0.65,66
0.01984914064093642,8.864630292665606,9.178269708796297,0.14025912896481074,4825.0,2160.0,0.0,0.060439560439560426,0.021153846153846148,1,6985,0.65,66
